image,base_caption,lora_caption,given_caption
2944836001_b38b516286.jpg,a black and white dog,A black and white dog jumps up to catch a tennis ball .,A black dog leaps for a ball held by a man .
2944952557_8484f0da8f.jpg,a woman sliding into a base,A girl in a blue uniform slides into second base .,A girl in a blue and white uniform tags someone in a black and red uniform .
2945036454_280fa5b29f.jpg,a dog jumping in the air to catch a frisbee,A dog jumps in the air to catch a Frisbee .,A dog is jumping in the air trying to catch a red Frisbee .
2949982320_c704b31626.jpg,a man on a skateboard,A man on a BMX bike doing a trick on a ramp .,A BMX biker performing a wall-ride on a ramp .
2950637275_98f1e30cca.jpg,a man doing a trick on a skateboard in front of a garage,A man is doing a handstand in front of a garage .,A breakdancer is standing on one hand with a look of excitement
2950905787_f2017d3e49.jpg,mountains in the distance,A lone hiker on a snowy mountain top .,A man is climbing the mountain .
2953015871_cae796b6e7.jpg,a dog rolling around in the grass,A black and brown dog is rolling on the grass .,A black and tan dog rolls on his back in a field .
295729735_8360f2e64c.jpg,a boy and a girl sitting on a train,A boy and a girl are sitting on a bus .,A boy and woman sitting on a passenger train
2963573792_dd51b5fbfb.jpg,the slide is green,A girl in a purple shirt is sliding down a green slide .,A little girl slides down a green slide with her arms up at a playground .
2966552760_e65b22cd26.jpg,a young girl sitting on a bed,A girl in a red shirt is eating a cupcake .,A child in a red shirt is sitting against a wall with a map while eating .
2968182121_b3b491df85.jpg,two greyhounds racing on the track,Two greyhound dogs are running on a track .,A brown number six race dog is slightly behind a black race dog on a track .
2971431335_e192613db4.jpg,a person doing a trick on a snowboard,A snowboarder is doing a trick in the air .,A snowboarder is doing a flip over a mound of snow .
2972864304_481aeffe50.jpg,a child throwing leaves in the air,A child is playing in a pile of leaves .,A child playing in some leaves .
2973269132_252bfd0160.jpg,a lion chasing a wildebeest,A lion chasing a wildebeest .,A large wild cat is pursuing a horse across a meadow .
2975118353_5af5a5df54.jpg,a snowboarder flying through the air on a snowy slope,A snowboarder in midair .,A man is performing a jump on his snowboard .
2976537455_f3988c2d46.jpg,a hockey player is trying to get the puck away from another player,A hockey player in red and a player in black are fighting on the ice .,A hockey player in red untangles from a player in white as he goes for the puck .
2976684095_ce7ccfd423.jpg,a person doing a handstand in the grass,A boy does a handstand in the grass .,A boy turning a somersault in his yard .
2977379863_2e8d7a104e.jpg,a group of children dressed up for halloween,A group of children dressed up for halloween .,A blonde girl in a black cape stands with other children in costumes .
2978236380_fb24c43f1e.jpg,a man in a hawaiian shirt playing an acoustic guitar,A man in a hawaiian shirt is singing into a microphone .,A man playing guitar sings into a microphone .
2978409165_acc4f29a40.jpg,a man riding a wave on a surfboard,A man in a blue wetsuit is surfing on a white surfboard .,A man in a blue bodysuit surfing .
2978810122_183e60ff2d.jpg,a surfer riding a wave in the ocean,A man in a black wetsuit rides a wave in the ocean .,A man surfing a wave .
2980445969_a86f4e6a0e.jpg,a dog jumping through a hoop,A black and brown dog is jumping through a hoop .,A dog jumps through a hoop .
2981702521_2459f2c1c4.jpg,a group of people waiting to board a train,A group of people are waiting at a subway station .,"A crowd waits outside a subway train , ready to board ."
2983555530_a89f1f5ed7.jpg,a group of boys playing football in the mud,A football player in a muddy uniform holding a football .,A football player folding a football during a game in the mud
2984174290_a915748d77.jpg,a surfer riding a wave in the ocean,A man in a wetsuit is surfing on a blue surfboard .,A surfer on a blue surfboard is falling off of it as he hits a wave .
2985679744_75a7102aab.jpg,a man sitting on a train talking on a cell phone,A bearded man is sitting on a train and talking on a cell phone .,A bearded man on a train
2986280913_13fb2d472e.jpg,a boy running with a dog in a field,A boy in a green shirt chasing a dog on a dirt path .,A boy and a dog running on grass
2986716822_e220754d32.jpg,a dog playing with a stick in the grass,A black and brown dog carries a stick in its mouth .,A brown dog is carrying a stick too big for him over grass .
2987121689_f9de6c479b.jpg,two men playing soccer,A man in a white shirt and a man in a blue shirt are playing soccer .,A man in a white sports uniform tries to fend off another player in a black and yellow uniform while the ball floats in midair .
2987328689_96a2d814f1.jpg,a young boy throwing a frisbee in a stream,A boy in a black shirt is standing on rocks in a stream .,A boy in a creek throwing a rock .
2987775031_3f9ac69319.jpg,a person riding a bike,A bicyclist wearing an orange hat is riding his bike down a hill .,A clown with a big hat riding a bicycle .
2991575785_bd4868e215.jpg,a man and a woman are playing with a frisbee,A girl in a black jacket is kicking a man in a black jacket .,A girl doing a kick near a woman .
2991994415_504d1c0a03.jpg,two young girls in costume pose for the camera,A girl in a red dress and a girl in a pirate costume hug .,A girl dressed in a red dress and another girl dressed as a pirate are playing around .
2991994607_06f24ec7a6.jpg,a man dressed as a zombie is talking to a police officer,A man dressed as a zombie is talking to a police officer .,A man in a uniform costume stands next to a man in a horro costume .
2992614450_b5a6692239.jpg,mountain range in the background,A biker does a jump over a wooden structure .,A bicyclist is jumping a horizontal wooden structure with countryside in front of him .
2993167197_e5d0a73530.jpg,a man wearing an orange jersey,A basketball player in an orange uniform dribbles the ball .,A basketball player looks for someone to pass the ball to .
2994179598_a45c2732b5.jpg,a man wearing an orange jersey,A basketball player in an orange jersey with the number 23 .,A man in a Miami basketball uniform looking to the right
2998861375_02817e0147.jpg,a group of people in military uniforms aiming at a gun,A group of men and women in military uniforms are shooting guns .,A group of army members aim their guns .
2999730677_0cfa1c146e.jpg,two dogs playing in the leaves,Two dogs are playing in the leaves .,Two dogs jumping on one another on a grassy area covered in leaves .
300314926_0b2e4b64f5.jpg,the water is splashing,A man in a wetsuit is riding a wave on a surfboard .,A man gets lots of air time as he wakeboards .
3003691049_f4363c2d5c.jpg,a police car parked in front of a house,A girl in pink is walking a dog in front of a police car .,A dog corners a little girl next to a police cruiser .
3004287781_c041c09c16.jpg,a group of people posing for a picture,A group of people are posing for a picture .,a group of people making excited expressions with their hands
3004823335_9b82cbd8a7.jpg,a black and white dog playing in the grass,A black and white dog in a grassy field .,A black and white dog looking up .
3005123298_d3017d5f5d.jpg,a man holding up a sign that says obama 08,A man in a black sweatshirt holds up a sign supporting Obama .,A man in a black sweatshirt holds up an Obama sign .
3005124440_c096b310fb.jpg,a man holding a sign,A man in a blue jacket and a woman in a red jacket are holding signs for a political candidate .,Three democrat supporters hold signs for an election .
3005126574_49c28ffbee.jpg,a man wearing a brown shirt,A black man in a brown shirt is standing in front of a blue dumpster .,A black man is wearing a brown shirt and a necklace .
300550441_f44ec3701a.jpg,a woman walking on a wooden walkway,A woman is walking on a wooden walkway .,A woman in a skirt walks down a path .
300577374_bfccb0430b.jpg,a group of people walking in front of a large building,A group of people are walking in front of a red building .,A city square with a large red wall and people walking about .
300577375_26cc2773a1.jpg,a police officer standing on the side of the road,A police officer is standing on a street corner .,A cop stands in front of a car on a busy street .
3005872315_e6771763bd.jpg,a person holding a gun in their hand,A man in a blue shirt is holding a gun .,A close-up of a man shooting a handgun into the woods .
3006093003_c211737232.jpg,a man holding a obama sign and talking on a cell phone,A man in a black jacket talks on a cell phone .,A man talking on a cellphone is holding a blue banner .
300765528_8c8f709dda.jpg,a group of brides and grooms standing on a street,A group of people in wedding dresses are lined up on a street .,A group of brides in white gowns hold red flowers on the side of a street .
3009035153_715e39b440.jpg,a young man is jumping in the air at sunset,A boy is jumping in the air at sunset .,A boy in black is jumping .
300922408_05a4f9938c.jpg,a man and his dog on the beach,A man and a dog walk along the beach .,"A black man and a large , golden dog are on the beach ."
3009644534_992e9ea2a7.jpg,a dog carrying a ball in its mouth,A black and white dog carries a ball in its mouth .,a closeup photo of a small dog with a holey ball in his mouth .
3012513414_86180c44cb.jpg,snow on the ground,A skier doing a trick in the snow .,A man performs a ski jump in the snow .
3015863181_92ff43f4d8.jpg,a man bending down to pick up a bowling ball,A boy bends down to pick up a bowling ball .,A man in a flower patterned shirt is bowling .
3016521240_2ef20834b6.jpg,two women sitting on a bench,A girl in a black dress and a girl in a white dress are sitting on a bench .,A girl holds a blow-up tiger while another girl is in a costume .
3016606751_0e8be20abd.jpg,a man jumping on a skateboard on a mountain,A man in sunglasses jumps off a cliff .,A man leaping into the air with a mountain vista behind him .
3016708786_3591106cca.jpg,a man holding a knife in his hand,A man in a striped shirt is holding a knife to another man 's throat .,A group of young men wrestle with each other wielding a floppy toy sword .
3017521547_f5ef8848e3.jpg,two women playing field hockey,A girl in an orange and blue uniform is running after the ball .,Two girls are fighting over a ball during a game .
3019842612_8501c1791e.jpg,a man on a skateboard,A boy in a blue shirt is riding a skateboard down a ramp .,A boy wearing a teal shirt is riding a skateboard on a sidewalk .
3019986034_7453777274.jpg,a woman in a plaid skirt playing the violin,A girl in a plaid skirt plays the violin .,A woman and a man playing instruments .
3024172109_a10198e1dd.jpg,a boy is doing a trick on his skateboard,A boy is doing a trick on a skateboard .,A boy in a baseball cap jumps over a flight of stairs .
3025495499_b15797b452.jpg,a woman swinging a tennis racket at a tennis ball,A girl in a green dress is playing tennis .,a tennis player hits the ball .
3025549604_38b86198f5.jpg,a group of kids sitting on stools at a bar,A group of children sit on stools at a bar .,Four children on stools in a diner .
3027397797_4f1d305ced.jpg,a shirtless man riding a skateboard down a street,A shirtless man on a skateboard .,A barefoot and shirtless skateboarder rides along a road .
3028969146_26929ae0e8.jpg,a dog wearing an orange vest,A dog wearing an orange vest is running on the grass .,A beige dog with orange vest running on withering grass .
3029043380_b28644ea5d.jpg,a woman holding a tennis racket on a tennis court,A female tennis player in a white shirt and black skirt is hitting a tennis ball .,A female tennis player readies herself .
302983277_69a4e732e4.jpg,a man riding a horse in the mountains,A man in a yellow jacket is riding a brown horse through a mountain range .,A man in a yellow jacket is riding a horse through the mountains .
3030079705_0dee8a3e89.jpg,a man and two children laying on a blanket in a park,A man and a little girl are laying on blankets in a park .,A little girl playing piggyback with her father on a blanket in the park .
3030294889_78b2ccbe51.jpg,three killer whales jumping out of the water in front of a crowd,Dolphins jump out of the water .,Killer whales perform for a crowd .
3030566410_393c36a6c5.jpg,a woman holding a child on a slide in a pool,A woman and a child sit on a purple slide .,"A child , held by his mother , slides down a water slide ."
3033612929_764d977bd5.jpg,the dog is black and white,A black and white dog and a brown and white dog are walking on a wet pavement .,A large dog and a small one walk with their toys .
3033825101_44a4390f16.jpg,a baseball player throwing a ball on a field,A baseball player in a white uniform throws a ball .,A baseball pitcher is bowling the ball .
3036971334_78187a9570.jpg,a group of people jumping off a cliff into a body of water,A group of people jumping off a cliff .,a blond man jumping off a cliff into some water
3037558954_20115165e3.jpg,a man windsurfing in the ocean,A man is windsurfing in the ocean .,A man is wind sailing in the ocean .
3040033126_9f4b88261b.jpg,a dog jumping into the water to catch a frisbee,A brown dog jumps into the water .,A brown dog jumping off a rock into a lake .
3041645937_ff7591d134.jpg,a man wearing a brown jacket,A man in a brown jacket is standing in front of a tree .,A man in a brown jacket and a white shirt looks to his side .
3042380610_c5ea61eef8.jpg,a group of people standing around in a room,A group of people are standing around in a studio .,A group of people are standing around a sound mixing table .
3043904009_3b5e0412cd.jpg,two men standing next to each other in front of a computer screen,Two men standing in front of a computer monitor .,Two men are standing in a recording studio .
3044359043_627488ddf0.jpg,a dog jumping into a pool of water,A black and white dog jumps into a pool .,A black and white dog with a green collar stands in front of a sign .
3044500219_778f9f2b71.jpg,woman wearing a black dress,A group of women are posing for a picture at a party .,Four girls in evening attire pose for a picture .
3044536048_e615466e7f.jpg,a man on a surfboard riding a wave,A man in a green shirt is kiteboarding .,a lone parasurfer surfing a huge wave in the ocean .
3044745642_1d0784ff29.jpg,a man and a woman standing in front of a tent,A man and a woman are standing in front of a tent .,"At the bottom of a set of stairs , there are two men and a tent ."
3044746136_8b89da5f40.jpg,a group of people sitting in a room with a projector screen,A man is giving a presentation in a room full of people .,A class full of students .
3045613316_4e88862836.jpg,three men standing on top of a hill,A group of men are standing on a hill overlooking a valley .,Three man looking into the distance
3046190891_05c6ecd9b6.jpg,a surfer riding a wave in the ocean,A man is surfing on a big wave .,a lone surfer riding a huge wave .
3046431231_dc48851062.jpg,a group of women dressed as star trek characters,A group of women dressed as characters from Star Trek .,A group of women dressed as characters from star treck .
3047264346_e24601bfbf.jpg,a man and a woman in a costume pose for a picture,A man and a woman dressed as a werewolf .,A girl and guy dressed up in costumes
3047751696_78c2efe5e6.jpg,a woman holding a baby,A baby is being held by a woman .,A lady holds a baby and they both are looking at one another .
3048597471_5697538daf.jpg,a wet dog with a ball in its mouth,A brown dog in the water with a ball in its mouth .,A brown dog is swimming through water with an orange ball in its mouth .
3051384385_c5c850c1f8.jpg,a young boy is playing with a frisbee in a living room,A boy in a blue shirt and striped pajamas is standing in front of boxes .,A boy holding a plate over his head .
3052196390_c59dd24ca8.jpg,a group of children playing in a water park,A group of children are playing in a water fountain .,a group of children playing in a sprinkler
3053743109_a2d780c0d2.jpg,a group of men playing basketball in a gymnasium,A basketball game is being played in a gym .,A basketball game
3053813297_7ce5f87710.jpg,two people sitting in lawn chairs,A woman and a dog sit in lawn chairs .,A heavy set couple sitting in lawn chairs on the grass with a brown dog at their feet .
3056569684_c264c88d00.jpg,an ambulance on the back of a flatbed truck,An ambulance is on the back of a truck .,A damaged ambulance is being hauled on a truck bed down the road .
3057618932_3b80ae85de.jpg,a person riding a skateboard down a set of stairs,A man is riding a bike down a set of stairs .,A bicyclist is attempting a trick down a flight of outdoor stairs .
3058439373_9276a4702a.jpg,a group of people standing in front of a building,A group of people are standing in front of a building .,A crowd of people are standing in front of Italian style buildings .
3061481868_d1e00b1f2e.jpg,two people riding a motorcycle down the road,A man and a woman on a motorcycle .,two motorcyclists riding tandom on a biek down the street .
3062173277_bfb5ef4c45.jpg,a group of people rowing a boat in the water,A group of people are rowing a boat in a river .,A group of people are rowing a boat in a contest .
3064097919_e536ab9693.jpg,a man doing a trick on a skateboard,A man is doing a trick on a skateboard at night .,A skateboarder is doing a trick at the top of a ramp while another person watches .
3064383768_f6838f57da.jpg,a surfer riding a wave in the ocean,A man in a black wetsuit rides a wave .,A man surfing a wave .
3068407619_5207b26986.jpg,the man is wind surfing,A man is windsurfing in the ocean .,"A man windsurfs , putting his off hand into the water ."
3070011270_390e597783.jpg,a dog in the water,A black and brown dog is swimming in the water .,A black and brown dog is walking in the water and looking at the camera .
3070031806_3d587c2a66.jpg,a group of dogs running on the beach with a man in the background,A man and three dogs on a beach .,A dog running on the sand by the beach while his owner looks at the other dogs on the beach .
3071676551_a65741e372.jpg,a surfer riding a wave in the ocean,A man in a black wetsuit surfs a wave .,A person rides the waves on a surfboard .
3072114570_e1c0127529.jpg,a man riding a bike on the road,A man is riding a bike down a dirt road .,"A boy on a bicycle rides with his little brother in a child 's seat , which is tipping ."
3072172967_630e9c69d0.jpg,a group of men playing a game of basketball on a court,A group of men in basketball uniforms are playing a game .,A player from the white and green highschool team dribbles down court defended by a player from the other team .
307327914_f98f576adb.jpg,a man with a moustache and glasses,A man with a mustache and glasses is standing in front of a crowd .,A closeup of an older man with glasses speaking .
3074842262_62b1b2168c.jpg,a young boy jumping over a pile of leaves,A boy in a blue shirt is jumping on a pile of leaves .,A boy kicks through a pile of leaves .
3075068274_2a28a5263b.jpg,a skateboarder doing a trick on a ramp at a skate park,A boy in a checkered shirt is riding a skateboard down a ramp .,A boy on a skateboard is at the top of a ramp .
3077781040_bc27778609.jpg,a man riding a bike on a wooden ramp,A bicyclist in a blue and white outfit is riding his bike .,A bicycle racer runs up a ramp with his bike .
3079073247_97e88e2eb7.jpg,a person doing a trick on a motorcycle,A man is doing a trick on a motorcycle .,A man in a black and red jacket and helmet does a stunt on a motorbike .
3079787482_0757e9d167.jpg,two little girls sitting on top of each other,A little girl and a little boy are posing for a picture .,A little girl hugs another little girl .
3080056515_3013830309.jpg,boy wearing a green jacket,A boy in a red and white knitted hat is kissing a boy in a green jacket .,A boy is whispering to a girl wearing a red and white hat and scarf .
308487515_7852928f90.jpg,a small brown and white bird standing on top of a metal container,A small brown and white bird is perched on a metal roof .,A bird eating .
3085226474_62aba51179.jpg,a group of dancers performing on a stage,A group of girls in white and orange dance on a stage .,A group of women are performing onstage .
3085667767_66041b202e.jpg,a man in a wetsuit,A man in a wet suit is surfing .,A surfer does a flip on a wave .
3085667865_fa001816be.jpg,the water is splashing,A man in a black wetsuit is surfing in the ocean .,a lone surfboarder jumping a wave on a white surfboard .
3086507638_d8a2cd0ac3.jpg,three dogs in the water,Three dogs are running in the water .,The dogs are running in the water .
3088074124_481139dc92.jpg,a man wearing a turban and a woman wearing a sari,A man in a turban and a woman in a sari are talking .,a group of Indian people talking to each other
3088922727_4bdf2ccc94.jpg,a man and a woman sitting at a table outside of a train station,A man and a woman dressed in period clothing sit at a table outside .,A couple in old clothing at an outdoor table .
3089107423_81a24eaf18.jpg,a man sitting in front of a camera in an arena,A man is filming a hockey game .,A camera man is behind his video camera and surrounded by a hudge crowd .
309049466_1d7e7d5fc2.jpg,a dog playing in the snow with a toy in its mouth,A black and brown dog is carrying a toy in its mouth .,A dog with a Frisbee in its mouth is running through snow .
3091580843_178042c50b.jpg,a yellow and black sign,A man is walking past a yellow sign .,A man in a black jacket walks thorugh an Asian market .
3091962081_194f2f3bd4.jpg,a man wearing a black shirt,A man in a black shirt and black pants sits on a bench .,A man wearing glasses and black clothing is sitting while a man in a vest drinks in the background .
3094278545_febac56382.jpg,the woman is wearing a tiara,A girl in a white dress is posing on the beach .,A bride folds her arms at a beach .
3094568845_d0b56c5651.jpg,a race car on a race track with smoke coming out of it,A race car is blowing smoke on the track .,A race car is spinning out in front of spectators .
3095225232_2e6e6dc92e.jpg,a group of people standing on an escalator,A group of people are standing on an escalator .,People are standing on an escalator moving up .
309687244_4bdf3b591f.jpg,a man on a rock climbing,A man in a tank top climbs a rock face .,A man dressed in grey climbing a large brown rock .
309771854_952aabe3cc.jpg,two men in black robes,Two men in black robes are standing outside a church .,The two church officials wear black robes and purple hats .
3098336319_a7e5b061d0.jpg,a person riding a snowboard down a set of stairs,A snowboarder does a trick on a set of stairs .,A person doing a trick on a snowboard .
3099091086_f75f0ce09d.jpg,a group of people holding signs in front of a building,A group of people are holding signs that say no new coal .,A group of people at a protest to stop the building of the Kingsworth coal power plant .
3099923914_fd450f6d51.jpg,a group of people sitting at a table outside of a building,A group of people sitting outside in front of a building .,A group of people sit at a table in front of a large building .
3100251515_c68027cc22.jpg,man holding a sign,A group of people holding signs .,A crowd of people wearing jackets and holding signs .
3100442775_6e2659b973.jpg,a man riding a bike on a dirt ramp,A biker is jumping a ramp .,A BMW rider takes a large jump off a wall .
3101378069_f8caa14c0a.jpg,a woman on a boat in the water,A man in a yellow hat is on a boat in the water .,"A lady in a pink shirt , green veil and straw hat rowing a boat with packages in it ."
3103231330_db98b14501.jpg,a group of people standing on a city street,A man in a colorful jacket stands in front of a group of people .,A man in a blue jacket and gloves is standing in the street among other people .
3104690333_4314d979de.jpg,two children playing in the snow,A boy and a girl play in the snow .,Two children playing in the snow .
3106026005_473a7b1c8c.jpg,a man sitting on a bench,A man in a hat smokes a cigarette while sitting on a bench .,A man sits on a bench on a San Diego street .
3107513635_fe8a21f148.jpg,a crowd of people at a train station waiting for a train,A group of people are standing in front of a train station .,A bunch of people at a train station .
3108197858_441ff38565.jpg,a group of children with their hands in the air,A group of children are raising their hands in the air .,A group of children are raising their hands in the air .
3108732084_565b423162.jpg,a snowboarder doing a trick in the air,A snowboarder doing a trick in the snow .,A man in a white coat jumps a snowboard .
3109704348_c6416244ce.jpg,a group of men playing a game of rugby in the rain,A group of men are playing rugby in a field .,"During a game of rugby , a man tackles another ."
3110649716_c17e14670e.jpg,a man tying a red ribbon around another man's neck,A man is tying a red ribbon to another man 's jacket .,A man helps another man tie a red ribbon onto his arm .
311146855_0b65fdb169.jpg,a man and a woman dancing in the street,A man and a woman dancing in a parade .,A man and a woman in festive costumes dancing .
3112635165_2d614d7c1a.jpg,the dog is black and white,A black and white dog is chewing on a stick .,A black and white dog holds a stick in his paw for chewing or playing .
3113322995_13781860f2.jpg,snow on the ground,A group of dogs are pulling a sled .,A bobsled team runs through a snowy trail .
3114944484_28b5bb9842.jpg,a group of people sitting in chairs at an outdoor event,A little girl in a red shirt is sitting in a crowd of people .,a girl in a red shirt looks at her mom in a crowd of people sitting in white plastic chairs
3115174046_9e96b9ce47.jpg,a skateboarder is doing a trick on a ramp,A skateboarder is doing a trick on a set of stairs .,A skateboarder casts a shadow jumping down stairs .
3115901702_f07aa0ef74.jpg,woman wearing a green shirt,A girl in a green shirt is walking with two other girls .,A woman walks as she looks at her cellphone and others look on .
3116011063_f4071ccce6.jpg,a surfer riding a wave in the ocean,A man in a black wetsuit surfs a wave .,a man falling off of a surfboard in the ocean
3116769029_f5a76f04ba.jpg,a young boy reaching up to grab a leaf,A boy in a tan jacket is reaching for leaves .,A boy in a tan coat throws some red leaves at the camera .
3119076670_64b5340530.jpg,a snowboarder doing a trick on a ramp at night,A man on a snowboard is jumping a ramp .,A snowboarder flies in the air .
3119875880_22f9129a1c.jpg,the boy is wearing a blue shirt,A boy in a blue jacket is climbing a rock formation .,A boy climbs rocks .
3119913014_688d4997d7.jpg,a wrestler performing on stage in front of a large screen,A man in a black jacket is dancing in front of a large screen .,A man in a black vest walks on a rail .
3121521593_18f0ec14f7.jpg,woman wearing a black jacket,A girl and a girl are posing for a picture .,A smiling girl in glasses and a blue-gray scarf with a smiling girl in a black coat leaning on her shoulder .
3122579598_14841c038a.jpg,two boys and a dog in a field,A boy and a dog are playing in the grass .,A playful puppy bites the shirt of a young boy .
3123351642_3794f2f601.jpg,a snowboarder doing a trick in the air,A snowboarder doing a trick on a snowy hill .,A snowboarder in bright green performing a jump at a competition .
3123463486_f5b36a3624.jpg,the dog is black and white,A black and white dog is running on the ground .,"A brown , black , and white dog runs along on the gravel ."
3125309108_1011486589.jpg,a group of men playing rugby,A group of rugby players are playing a game .,A group of men hold up a man to get a rugby ball .
3126752627_dc2d6674da.jpg,a man in an orange and white uniform,A basketball player in an orange and white uniform is attempting to block a shot by another player in an orange and white uniform .,A basketball player shooting while another player is trying to block his shot .
3128164023_ebe8da4c32.jpg,two dogs playing on the beach,Two brown and white dogs are playing on the beach .,Dogs chase each other .
3131990048_369b081021.jpg,a bird of prey flying over a field of green grass,A bird of prey flying over a field .,a bird dives for some food .
3132832452_c354c6396c.jpg,a group of children playing with a man in a living room,A group of children are playing with an older man .,A family surrounds a baby in the father 's lap .
313326614_b2adbe59e0.jpg,a man wearing a red jacket,A man in an orange shirt is standing on a set of stairs .,A man in a red jacket is standing at the top of some steps at night .
3134341610_3c55e373a7.jpg,a man and a woman dressed as santa claus,A man and a woman dressed as Santa Claus holding glasses of wine .,A man and woman in masks and costume make a toast in front of a christmas tree .
3134387321_3a253224c1.jpg,three people posing for a picture,"A man , a woman , and a girl pose for a picture .",A closeup of three people smiling for the camera .
3135504530_0f4130d8f8.jpg,two asian girls standing next to each other,Two asian girls are smiling at each other .,One girl is wearing a white t-shirt with red sleeves ; the other has words on hers .
3136688093_568b053bdf.jpg,a man standing on a stage with smoke coming out of his mouth,A man in a white shirt is standing on a stage with lots of colored smoke coming out of his mouth .,A man stands onstage with a fireworks going off beside of him .
3138399980_d6ab8b2272.jpg,a group of people playing frisbee in a park,A girl in an orange shirt is throwing a Frisbee .,A person in an orange shirt reaching up .
3139160252_75109e9e05.jpg,three women standing in front of a christmas tree,Three girls pose for a picture in front of a Christmas tree .,Three girls are posing for a picture beside a dresser in front of a decorated Christmas tree .
3139876823_859c7d7c23.jpg,a person riding skis down a snow covered slope,A man in a black jacket is skiing down a snowy slope .,A downhill skier in black catches a tiny bit of air
3139895886_5a6d495b13.jpg,a dog jumping in the air in a field,A black and white dog is jumping through the dry grass .,"A black-and-white dog bounds off the ground , all feet in the air , of a yellow field ."
3141293960_74459f0a24.jpg,a skateboarder is doing a trick in the air,A boy in a red shirt is doing a trick on a skateboard .,A man in a red shirt is doing a trick with his skateboard .
3142055158_01b9e4caa4.jpg,a group of men playing a game of rugby on a field,A rugby player is tackled by another rugby player .,A man playing rugby has the ball and tries to evade a tackler .
3143155555_32b6d24f34.jpg,two small children playing with a toy,A baby in a pink and white striped shirt and a baby in a pink and white striped shirt .,A toddler girl plays with another younger toddler girl .
3143982558_9e2d44c155.jpg,a little girl sitting on a couch with a pacifier in her mouth,A baby wearing a pacifier sits next to an older woman .,"A baby in pink , striped clothing is sitting near an older lady wearing red and black ."
3145967309_b33abe4d84.jpg,a man and a woman hugging,A man and a woman are hugging at a party .,A couple in an embrace looking at each other .
3146355833_1b7fc80210.jpg,a little girl in a red dress,A little girl in a red dress holding a balloon .,A child holds a yellow balloon .
3146937399_8c046b7b1a.jpg,two people walking on a frozen lake,A man and a woman are skating on a frozen pond .,A boy and girl walk in shallow water .
3149804151_1cc8d10783.jpg,two people riding dirt bikes in the sand,Two dirt bikers are riding down a sandy hill .,Two bikers race uphill .
3149919755_f9272b10b3.jpg,a dog on the beach,A black dog is standing on a beach at sunset .,A black dog is looking at the ball on the beach by the ocean .
3150315970_8f045c41a4.jpg,a man and a woman standing on a railing in a building,A man and a woman are standing on a staircase .,a couple leaning over a concrete railing inside of a building
3150742439_b8a352e1e0.jpg,a man in a hoodie and shorts standing next to a suitcase,A man in a black hoodie and a man in a red hat are looking at a suitcase .,A man in a black hoodie watching a man in a red cap .
3154152744_4e93ec8a62.jpg,two black dogs playing in the snow,Two black dogs are playing in the snow .,two black dogs playing fetch with a red toy
3154641421_d1b9b8c24c.jpg,a man in a white and orange uniform,A basketball player in an orange and white uniform is about to shoot the ball .,A basketball player preparing to shoot the ball
3155279929_d1cddbe7cf.jpg,a wet dog on the beach,A black and brown dog on a beach .,A black dog shakes itself dry on the beach in front of the waves .
3155390408_8e1a81efb2.jpg,a dog jumping in the air to catch a frisbee,A black and white dog is jumping up to catch a Frisbee .,A dog catches a ball in its mouth .
3155400369_69e3d6d70f.jpg,a group of people playing drums on the grass,A marching band playing drums .,many people carry their drums .
3155451946_c0862c70cb.jpg,man wearing a white jersey,A basketball player is trying to block a shot by another player .,Several basketball players are grabbing for the ball during a game .
3155987659_b9ea318dd3.jpg,a black and white dog catching a frisbee in the yard,A black and white dog catches a Frisbee in the yard .,A black and white dog is catching a Frisbee in the yard .
3157847991_463e006a28.jpg,two men standing next to each other,Two men are standing next to a fence .,These men are smoking outside a grey building .
3158327361_6f1a518228.jpg,a group of people playing frisbee at the beach,A man and a woman are running on the beach .,a couple of people running on the shore near the beach .
315880837_90db309bab.jpg,three dogs playing in the snow,Three dogs are running in the snow .,Three dogs are playing in the white snow .
3159641529_c2c74f3eaf.jpg,a dog running in the grass,A brown and white dog is running on the grass .,A dog leaps across the grass .
3159995270_17334ccb5b.jpg,a person riding skis down a snow covered slope,A woman in a blue jacket is skiing down a snowy slope .,A female skier in a green with pink flowers hat skiing .
3160531982_37f5636b8a.jpg,a person paragliding at sunset with the sun in the background,A person paragliding at sunset .,A parachute is making his landing as the sunsets behind him .
3161044966_27bf6f9dec.jpg,a dog sitting in a chair,A brown and white dog is jumping up in a chair .,A brown and white dog jumps onto a beige leather chair .
3162045919_c2decbb69b.jpg,a surfer riding a wave in the ocean,A man in a black wetsuit surfs a wave .,A lone surfer on a white surfboard atop a huge wave in the ocean .
3163068926_d28ed3ef53.jpg,a man standing on an escalator with a cup of coffee,A man in a brown jacket is standing on a yellow escalator .,A man holding a cup rides down an elevator .
3163198309_bbfe504f0a.jpg,snow on the ground,A group of people are watching a snowboarder do a trick .,A skier coming over a snowy hill while people look on .
3165123595_8db9f918bf.jpg,a group of people skiing down a snow covered slope,A group of skiers are going down a snowy slope .,people are skiing down a snow covered hill
3167365436_c379bda282.jpg,a man and woman taking a selfie,A man and a woman take a picture .,A man and a woman wearing a head covering turn the video camera on themselves .
3168123064_d1983b8f92.jpg,a surfer riding a wave in the ocean,A man in a black wetsuit surfs a wave .,A person in a black wetsuit is surfing in the ocean with a wave coming down .
